CustomerID,Recency,Frequency,Monetary,AOV,Predicted_LTV
12462.0,100,1,762.11,762.11,763.48663
12463.0,7,1,350.57,350.57,357.14893
12464.0,284,1,213.89999999999998,213.89999999999998,212.88962
12468.0,219,1,508.95000000000005,508.95000000000005,508.5006
12471.0,152,12,10309.97,859.1641666666666,10301.484
12472.0,153,2,1899.38,949.69,1934.2909
12473.0,61,3,1726.51,575.5033333333333,1755.8442
12474.0,4,3,1179.64,393.21333333333337,1206.4873
12476.0,220,1,311.2,311.2,311.59937
12477.0,39,2,3415.19,1707.595,3454.0166
12478.0,182,1,680.99,680.99,678.47015
12480.0,30,2,1952.93,976.465,1944.2574
12481.0,163,3,2070.23,690.0766666666667,2081.8843
12483.0,36,4,1185.46,296.365,1184.6841
12484.0,153,3,2017.24,672.4133333333333,2051.7903
12489.0,163,1,334.93,334.93,330.0107
12490.0,97,4,2463.06,615.765,2500.916
12491.0,334,1,460.40000000000003,460.40000000000003,453.40735
12492.0,154,1,136.82,136.82,137.69548
12494.0,338,2,210.82,105.41,210.50166
12500.0,71,3,745.03,248.34333333333333,747.6731
12501.0,163,1,2169.39,2169.39,2167.0635
12502.0,189,4,3021.07,755.2675,2963.3955
12504.0,91,1,449.4,449.4,443.713
12507.0,157,1,46.75,46.75,42.164635
12508.0,61,1,275.19,275.19,279.92215
12512.0,245,2,138.03,69.015,133.9083
12516.0,5,1,583.2,583.2,593.6807
12517.0,30,4,2085.64,521.41,2049.6382
12518.0,1,3,1207.16,402.3866666666667,1200.7098
12519.0,154,1,340.84,340.84,346.46402
12520.0,38,1,987.42,987.42,987.15125
12523.0,10,3,398.7,132.9,399.82327
12524.0,71,4,2962.6,740.65,2975.3423
12526.0,90,2,797.38,398.69,794.99854
12528.0,130,2,552.64,276.32,565.0717
12530.0,31,3,1244.68,414.8933333333334,1219.1941
12532.0,91,1,349.83000000000004,349.83000000000004,353.0787
12534.0,337,1,1089.18,1089.18,1082.264
12535.0,93,2,716.35,358.175,706.8838
12536.0,31,1,4279.71,4279.71,4277.429
12538.0,61,1,363.95,363.95,365.92944
12539.0,71,1,1715.85,1715.85,1843.5264
12540.0,40,8,5047.38,630.9225,5021.0947
12541.0,61,2,757.44,378.72,741.83514
12544.0,275,1,372.7,372.7,375.9965
12547.0,252,1,159.4,159.4,160.97585
12552.0,334,1,120.0,120.0,117.77297
12553.0,1,4,1356.57,339.1425,1338.2709
12556.0,34,1,312.9,312.9,309.79706
12557.0,40,3,8183.46,2727.82,8141.915
12558.0,302,1,269.96,269.96,281.2826
12559.0,312,1,75.60000000000001,75.60000000000001,75.299385
12560.0,243,1,697.7,697.7,709.0821
12561.0,70,1,238.85,238.85,243.5577
12562.0,217,2,1304.3700000000001,652.1850000000001,1286.2828
12567.0,127,6,4643.61,773.935,4658.9956
12569.0,1,18,2534.95,140.83055555555555,2523.7932
12571.0,64,1,248.35,248.35,236.3416
12572.0,333,1,487.68,487.68,486.5001
12576.0,131,4,1076.6299999999999,269.15749999999997,1080.3594
12577.0,244,2,461.91,230.955,470.71017
12580.0,160,1,415.7,415.7,414.67752
12583.0,1,9,5093.2699999999995,565.9188888888889,5068.742
12584.0,158,4,835.94,208.985,828.5971
12587.0,302,1,144.0,144.0,143.87544
12589.0,30,1,515.1800000000001,515.1800000000001,513.7329
12590.0,6,2,9864.26,4932.13,9863.196
12592.0,67,2,437.6,218.8,438.1239
12593.0,220,2,321.8,160.9,327.69504
12594.0,64,3,850.83,283.61,834.0231
12596.0,37,1,269.95,269.95,278.91177
12597.0,96,1,912.66,912.66,921.1337
12598.0,30,4,1200.32,300.08,1184.0839
12599.0,34,4,636.3,159.075,639.25745
12600.0,30,3,884.02,294.67333333333335,897.7276
12601.0,40,3,325.46,108.48666666666666,314.27847
12602.0,1,1,153.12,153.12,154.63574
12607.0,62,1,1579.51,1579.51,1585.8944
12609.0,188,1,512.8,512.8,512.3875
12610.0,217,1,946.75,946.75,955.67596
12614.0,161,1,315.6,315.6,313.10516
12615.0,152,2,1079.8,539.9,1087.5012
12616.0,216,1,457.7,457.7,453.04095
12617.0,61,1,355.53,355.53,354.57504
12619.0,183,2,871.84,435.92,878.3826
12621.0,6,5,3424.84,684.9680000000001,3404.2454
12623.0,130,1,305.1,305.1,304.10886
12625.0,6,1,967.2,967.2,960.8155
12626.0,184,2,2440.39,1220.195,2381.469
12627.0,184,3,2441.14,813.7133333333333,2457.7776
12628.0,183,3,786.46,262.15333333333336,769.91473
12633.0,1,2,434.43,217.215,444.4511
12635.0,32,2,1689.18,844.59,1704.9269
12637.0,93,4,3630.15,907.5375,3652.8887
12638.0,183,1,671.69,671.69,670.40607
12643.0,40,5,3094.14,618.828,3104.0195
12644.0,306,1,477.91,477.91,480.85193
12645.0,183,2,893.9200000000001,446.96000000000004,895.77997
12646.0,213,1,615.28,615.28,624.20557
12647.0,32,7,2260.07,322.8671428571429,2219.416
12648.0,126,1,318.05,318.05,327.02847
12649.0,36,1,375.0,375.0,373.592
12650.0,182,1,314.44,314.44,313.10516
12651.0,101,1,114.0,114.0,113.419334
12652.0,10,1,919.98,919.98,937.9269
12654.0,303,1,171.23000000000002,171.23000000000002,169.75504
12659.0,61,1,91.68,91.68,91.37553
12662.0,90,5,1618.21,323.642,1666.5162
12664.0,1,4,2294.8,573.7,2301.5068
12667.0,1,1,620.13,620.13,624.85095
12669.0,4,2,1607.73,803.865,1609.0858
12670.0,61,2,1273.54,636.77,1276.3884
12673.0,243,1,389.62,389.62,394.04745
12674.0,93,2,993.8000000000001,496.90000000000003,986.7529
12676.0,125,3,800.15,266.71666666666664,778.6018
12678.0,219,2,2073.52,1036.76,2108.9885
12679.0,1,2,906.38,453.19,909.6671
12680.0,32,2,361.83,180.915,337.95157
12681.0,34,7,5368.29,766.8985714285715,5402.5254
12682.0,3,16,7288.08,455.505,7269.304
12683.0,6,10,4300.7,430.07,4257.187
12684.0,67,3,916.26,305.42,933.5866
12685.0,30,3,2019.54,673.18,2047.1105
12686.0,639,1,89.14,89.14,82.99676
12689.0,247,1,511.03,511.03,512.7359
12691.0,1,2,479.5,239.75,499.10797
12693.0,6,2,454.01,227.005,443.27844
12694.0,95,1,439.5,439.5,437.10608
12695.0,245,2,248.2,124.1,237.92938
12697.0,30,1,223.68,223.68,221.32896
12700.0,128,4,4939.99,1234.9975,4924.3
12701.0,37,1,337.08,337.08,347.51178
12704.0,244,3,1120.85,373.6166666666666,1117.8019
12705.0,129,2,2319.67,1159.835,2249.2373
12708.0,61,4,792.87,198.2175,797.5584
12709.0,1,6,4051.34,675.2233333333334,4067.0168
12710.0,246,2,430.06,215.03,430.31778
12712.0,10,8,2680.03,335.00375,2756.9456
12713.0,90,1,848.55,848.55,864.88434
12716.0,182,1,375.59000000000003,375.59000000000003,378.36362
12717.0,34,2,1030.98,515.49,1048.6147
12719.0,215,2,644.95,322.475,647.4134
12720.0,4,13,3029.32,233.0246153846154,3021.4778
12721.0,95,4,2026.6299999999999,506.65749999999997,2028.2479
12722.0,4,1,302.92,302.92,303.78403
12723.0,182,3,376.69,125.56333333333333,388.23145
12724.0,40,2,363.14,181.57,367.7106
12725.0,639,1,427.8,427.8,426.6517
12726.0,30,3,1363.9,454.6333333333334,1360.1837
12727.0,216,4,1903.54,475.885,1876.3812
12728.0,40,1,252.54,252.54,245.42027
12731.0,36,3,2705.2,901.7333333333332,2658.2815
12735.0,193,1,319.77,319.77,324.766
12736.0,40,1,234.0,234.0,233.76021
12738.0,666,1,155.35,155.35,154.19301
12739.0,335,1,975.54,975.54,979.46216
12740.0,154,1,427.6,427.6,425.53232
12744.0,221,3,8209.58,2736.5266666666666,7660.835
12747.0,152,5,2226.18,445.236,2215.2258
12748.0,5,106,14154.13,133.52952830188678,14154.451
12749.0,67,4,3518.29,879.5725,3588.4429
12750.0,278,1,275.88,275.88,280.7684
12753.0,100,4,12940.51,3235.1275,12923.072
12754.0,161,2,61.62,30.81,64.697105
12755.0,252,2,3811.95,1905.975,3775.4265
12757.0,5,6,3439.82,573.3033333333334,3510.3462
12758.0,130,1,1570.19,1570.19,1512.3413
12759.0,99,1,444.8,444.8,441.47467
12762.0,302,1,1436.93,1436.93,1453.3292
12763.0,578,1,320.08,320.08,324.98688
12766.0,101,3,2554.2000000000003,851.4000000000001,2499.9102
12772.0,31,1,892.47,892.47,897.95374
12775.0,280,2,634.25,317.125,608.9507
12778.0,96,2,255.93,127.965,257.3765
12779.0,221,5,2298.15,459.63,2343.028
12781.0,154,1,277.48,277.48,280.98285
12782.0,213,1,252.25,252.25,246.01434
12783.0,152,2,622.84,311.42,613.76324
12785.0,425,1,311.95,311.95,311.96576
12787.0,93,1,186.56,186.56,192.23878
12789.0,215,1,91.85,91.85,94.15242
12791.0,698,1,192.60000000000002,192.60000000000002,192.62245
12793.0,101,2,545.48,272.74,541.4839
12794.0,305,1,317.0,317.0,309.00565
12797.0,455,1,254.03,254.03,254.53064
12802.0,188,1,427.58,427.58,426.74792
12808.0,127,3,483.65000000000003,161.21666666666667,472.45404
12816.0,216,1,253.55,253.55,254.16425
12817.0,283,1,166.04,166.04,164.06564
12820.0,182,1,210.35000000000002,210.35000000000002,210.09747
12821.0,97,1,92.72,92.72,94.362885
12823.0,246,1,229.5,229.5,227.25267
12824.0,31,1,397.12,397.12,395.59634
12826.0,61,3,577.1,192.36666666666667,565.4922
12827.0,153,2,212.4,106.2,213.73103
12828.0,152,5,907.51,181.502,929.6549
12829.0,163,1,207.25,207.25,205.6553
12830.0,93,3,2258.56,752.8533333333334,2269.6792
12832.0,153,2,383.03,191.515,382.91373
12834.0,311,1,312.38,312.38,311.96576
12836.0,31,3,2161.73,720.5766666666667,2132.6877
12838.0,183,2,683.13,341.565,679.7786
12839.0,96,5,2203.66,440.73199999999997,2189.7092
12840.0,66,2,1296.7,648.35,1289.6569
12841.0,5,13,2167.8,166.75384615384615,2188.6628
12842.0,253,1,310.73,310.73,312.32898
12843.0,67,5,1282.36,256.472,1283.8566
12844.0,61,2,325.96000000000004,162.98000000000002,326.3808
12849.0,122,1,346.39,346.39,351.87
12851.0,246,1,135.18,135.18,138.7985
12854.0,7,1,420.46999999999997,420.46999999999997,425.5699
12855.0,667,1,38.1,38.1,36.951385
12856.0,30,3,870.96,290.32,855.3712
12857.0,70,1,801.6,801.6,789.18243
12865.0,125,1,981.38,981.38,980.24414
12866.0,342,1,559.12,559.12,553.70026
12867.0,97,2,1124.54,562.27,1131.2157
12868.0,10,4,1176.3400000000001,294.08500000000004,1228.6646
12872.0,455,1,378.53000000000003,378.53000000000003,379.82227
12873.0,311,1,374.0,374.0,376.80234
12875.0,364,1,293.76000000000005,293.76000000000005,289.65237
12877.0,156,4,376.56,94.14,417.3511
12879.0,93,1,140.5,140.5,140.75298
12881.0,99,1,298.0,298.0,297.95053
12882.0,183,1,471.84000000000003,471.84000000000003,475.95276
12883.0,32,1,291.63,291.63,288.38345
12884.0,2,1,309.05,309.05,305.81726
12885.0,125,3,1175.22,391.74,1196.2794
12886.0,250,2,1378.4,689.2,1320.0544
12888.0,97,1,81.36,81.36,78.98574
12891.0,158,2,289.0,144.5,285.9085
12893.0,91,1,188.14,188.14,194.31393
12897.0,39,1,128.8,128.8,126.49649
12901.0,36,6,1621.92,270.32,1622.4635
12910.0,7,2,1286.6200000000001,643.3100000000001,1281.8093
12912.0,152,2,804.24,402.12,799.68
12913.0,39,4,1401.49,350.3725,1372.4316
12915.0,667,1,199.65,199.65,197.96043
12917.0,278,1,594.0,594.0,593.7795
12919.0,3,3,676.82,225.60666666666668,669.9504
12921.0,36,20,7377.78,368.889,7382.724
12922.0,338,1,405.38,405.38,405.7288
12923.0,184,1,176.97,176.97,174.26845
12924.0,2,2,508.23,254.115,505.73004
12925.0,213,1,325.74,325.74,327.28183
12928.0,7,2,980.26,490.13,989.31854
12929.0,343,1,117.85,117.85,117.77297
12931.0,33,5,35265.76,7053.152,35278.11
12933.0,342,1,110.75,110.75,111.66796
12935.0,151,2,343.78,171.89,336.24533
12939.0,38,4,6397.92,1599.48,6374.625
12942.0,455,1,258.75,258.75,253.65004
12944.0,244,1,317.56,317.56,327.00842
12947.0,66,4,950.12,237.53,933.58856
12948.0,31,2,660.6700000000001,330.33500000000004,652.2786
12949.0,91,5,3025.07,605.014,2994.9
12950.0,152,2,1531.4,765.7,1535.3276
12951.0,221,2,467.48,233.74,468.30136
12952.0,243,1,297.73,297.73,296.58722
12955.0,121,5,2505.06,501.012,2501.5925
12956.0,192,1,108.07,108.07,108.90584
12957.0,188,2,1000.2,500.1,990.8154
12962.0,302,1,95.85000000000001,95.85000000000001,94.51881
12963.0,333,2,630.45,315.225,614.6379
12965.0,32,1,771.91,771.91,760.5988
12967.0,639,1,1368.4,1368.4,1394.1145
12970.0,302,2,428.44,214.22,426.5344
12971.0,10,35,3877.92,110.79771428571429,3875.6094
12976.0,6,1,738.6,738.6,741.63104
12977.0,187,1,39.239999999999995,39.239999999999995,37.2887
12980.0,10,5,4082.94,816.588,4347.7876
12981.0,61,1,185.04,185.04,191.3355
12982.0,37,1,390.54,390.54,395.71942
12985.0,30,2,1239.38,619.69,1232.5914
12989.0,2,7,2961.31,423.0442857142857,2965.4285
12990.0,122,3,409.5,136.5,411.63605
12993.0,33,1,197.1,197.1,195.47533
12994.0,33,2,621.82,310.91,609.25525
12997.0,2,1,307.92,307.92,305.81726
12999.0,129,1,320.28000000000003,320.28000000000003,324.6666
13000.0,425,1,201.75,201.75,201.1094
13001.0,127,5,3717.6800000000003,743.5360000000001,3683.8376
13003.0,34,2,89.05000000000001,44.525000000000006,93.10432
13004.0,71,7,2364.39,337.77,2364.1287
13005.0,160,1,321.65,321.65,325.31784
13011.0,666,1,50.550000000000004,50.550000000000004,50.52242
13012.0,67,2,330.12,165.06,328.81946
13013.0,36,10,4000.44,400.044,4018.594
13014.0,153,4,1434.08,358.52,1402.9442
13015.0,129,3,979.37,326.45666666666665,996.79865
13016.0,125,1,425.25,425.25,425.36627
13017.0,302,1,204.0,204.0,203.7148
13018.0,91,8,2116.4,264.55,2100.4968
13021.0,128,3,952.83,317.61,971.6285
13023.0,184,2,689.9,344.95,685.0531
13026.0,99,5,975.36,195.072,967.31824
13027.0,157,2,1536.0,768.0,1532.558
13029.0,91,1,474.29999999999995,474.29999999999995,479.41748
13030.0,547,1,427.74,427.74,427.7222
13034.0,578,1,165.86,165.86,164.43436
13037.0,250,1,326.9,326.9,329.07172
13038.0,96,1,196.66,196.66,196.67935
13040.0,183,2,676.99,338.495,679.7786
13043.0,38,1,516.42,516.42,532.41254
13045.0,336,1,305.28000000000003,305.28000000000003,305.09747
13046.0,91,1,431.59,431.59,431.51935
13047.0,122,7,1697.41,242.48714285714286,1661.9197
13049.0,184,1,502.90000000000003,502.90000000000003,499.83673
13050.0,64,5,1911.92,382.384,1954.8467
13052.0,36,1,348.15000000000003,348.15000000000003,352.21237
13055.0,67,1,344.86,344.86,352.6437
13058.0,1,2,137.70000000000002,68.85000000000001,137.31203
13059.0,251,1,183.4,183.4,192.7579
13062.0,339,1,346.98,346.98,351.46436
13064.0,2,2,639.03,319.515,641.32654
13065.0,698,1,205.86,205.86,204.6625
13066.0,153,1,151.81,151.81,152.89677
13069.0,3,14,2825.74,201.8385714285714,2836.3806
13075.0,306,1,919.61,919.61,930.70544
13077.0,120,2,465.55,232.775,474.18088
13078.0,1,10,4629.86,462.986,4625.2725
13079.0,93,2,65.7,32.85,65.32721
13081.0,61,6,17893.61,2982.2683333333334,18853.475
13082.0,217,3,1747.54,582.5133333333333,1746.5928
13083.0,213,1,111.36,111.36,111.431885
13085.0,218,1,137.98000000000002,137.98000000000002,138.18065
13089.0,7,37,27867.5,753.1756756756756,19755.482
13090.0,122,6,4099.54,683.2566666666667,4087.3884
13091.0,30,1,345.82,345.82,351.18738
13092.0,6,2,151.0,75.5,155.15326
13093.0,99,4,3470.34,867.585,3548.079
13094.0,39,8,1134.24,141.78,1140.336
13097.0,94,3,1944.28,648.0933333333334,1989.3225
13098.0,34,17,19025.14,1119.125882352941,19019.51
13099.0,335,1,207.35999999999999,207.35999999999999,206.0217
13102.0,40,13,3843.97,295.69,3840.9722
13104.0,182,1,339.48,339.48,346.94922
13107.0,71,1,566.84,566.84,573.0227
13108.0,667,1,350.06,350.06,354.07874
13109.0,31,2,786.54,393.27,784.86316
13110.0,122,3,781.88,260.62666666666667,769.5135
13113.0,6,11,4756.24,432.38545454545454,4182.023
13115.0,1,2,1779.6200000000001,889.8100000000001,1775.5867
13117.0,64,5,664.71,132.942,664.25745
13122.0,185,1,18.72,18.72,16.587997
13124.0,32,2,2610.01,1305.005,2607.3345
13126.0,69,5,1126.69,225.33800000000002,1115.7219
13130.0,185,1,64.0,64.0,69.483086
13131.0,219,1,324.9,324.9,327.28183
13133.0,38,2,109.8,54.9,107.34342
13134.0,96,1,360.04,360.04,362.91702
13136.0,36,1,574.46,574.46,576.7513
13137.0,30,4,2019.3,504.825,2019.5328
13138.0,667,1,193.23,193.23,196.94272
13139.0,128,3,1887.38,629.1266666666667,1953.3534
13140.0,486,1,159.51,159.51,160.54059
13141.0,97,1,360.18,360.18,362.91702
13144.0,40,1,110.95,110.95,109.27277
13145.0,93,3,499.72,166.57333333333335,512.02057
13147.0,91,2,356.40000000000003,178.20000000000002,340.81882
13148.0,61,5,1698.09,339.618,1692.3896
13153.0,243,1,486.22,486.22,485.28046
13155.0,183,2,468.96,234.48,471.45102
13157.0,7,1,300.12,300.12,299.8078
13158.0,3,3,944.65,314.8833333333333,945.34894
13159.0,333,1,282.56,282.56,281.2826
13162.0,94,3,1139.86,379.9533333333333,1119.7814
13166.0,342,1,417.2,417.2,417.60428
13167.0,276,2,416.76,208.38,422.23624
13168.0,275,1,346.53000000000003,346.53000000000003,351.82758
13169.0,154,2,712.88,356.44,694.93243
13173.0,213,2,353.65,176.825,340.27618
13174.0,578,1,1415.97,1415.97,1433.6125
13177.0,184,1,282.45,282.45,281.46805
13178.0,97,3,1465.06,488.3533333333333,1449.0903
13183.0,101,4,1799.42,449.855,1733.2178
13184.0,34,5,845.53,169.106,862.3846
13186.0,155,2,1301.94,650.97,1285.7281
13187.0,192,1,236.02,236.02,235.98236
13192.0,216,1,447.62,447.62,444.5388
13193.0,92,1,117.88,117.88,117.61705
13198.0,33,3,1824.44,608.1466666666666,1804.8054
13199.0,122,13,2863.76,220.28923076923078,3168.8364
13200.0,217,1,319.32,319.32,324.766
13203.0,33,2,309.86,154.93,313.57373
13207.0,4,1,197.52000000000004,197.52000000000004,197.6905
13208.0,1,4,692.14,173.035,685.11694
13209.0,91,4,2330.79,582.6975,2343.8542
13210.0,155,1,353.48,353.48,352.5169
13211.0,215,1,775.94,775.94,773.5236
13212.0,92,2,291.47,145.735,286.6042
13213.0,96,2,548.6,274.3,541.9557
13217.0,94,2,137.02,68.51,135.53818
13218.0,247,1,62.63999999999999,62.63999999999999,61.477272
13220.0,158,2,643.09,321.545,641.408
13224.0,34,2,2155.95,1077.975,2142.5789
13225.0,62,3,3428.0,1142.6666666666667,3304.321
13226.0,38,1,108.21000000000001,108.21000000000001,106.74673
13230.0,60,7,1567.12,223.8742857142857,1569.7333
13232.0,5,3,473.83,157.94333333333333,466.5189
13233.0,163,1,304.24,304.24,305.28293
13235.0,36,1,1031.07,1031.07,1038.4086
13240.0,246,2,334.11,167.055,331.5291
13242.0,67,2,104.0,52.0,108.72225
13244.0,124,1,121.74000000000001,121.74000000000001,126.49839
13248.0,156,2,465.68,232.84,470.34442
13249.0,124,2,419.57000000000005,209.78500000000003,426.36127
13253.0,187,2,1030.4,515.2,1043.8037
13255.0,698,1,225.7,225.7,224.72893
13259.0,92,1,292.32,292.32,290.52985
13260.0,92,1,557.62,557.62,558.2732
13263.0,6,13,2727.1,209.77692307692308,2872.1533
13265.0,2,4,1802.3,450.575,1782.9551
13266.0,61,5,1601.99,320.398,1601.3599
13267.0,10,11,2592.29,235.66272727272727,2596.8962
13268.0,7,3,843.88,281.29333333333335,838.3622
13269.0,2,8,2941.9900000000002,367.74875000000003,2957.3604
13270.0,486,1,590.0,590.0,586.22986
13271.0,303,1,217.38,217.38,216.12846
13272.0,32,2,276.56,138.28,274.1099
13276.0,154,2,590.9300000000001,295.46500000000003,594.9363
13280.0,94,2,422.85,211.425,426.35156
13282.0,281,1,344.70000000000005,344.70000000000005,346.9753
13283.0,31,2,93.66,46.83,93.10432
13285.0,338,1,796.83,796.83,789.357
13291.0,157,1,361.11,361.11,361.25534
13292.0,334,1,329.37,329.37,328.7085
13294.0,251,2,873.74,436.87,877.9391
13297.0,276,2,1638.8999999999999,819.4499999999999,1668.5964
13298.0,121,1,360.0,360.0,361.96072
13301.0,248,2,306.99,153.495,311.48795
13302.0,156,1,63.75,63.75,60.793507
13305.0,38,6,1086.21,181.035,1104.335
13307.0,33,1,15.0,15.0,15.983202
13309.0,2,3,1007.09,335.69666666666666,996.75055
13310.0,29,1,314.38,314.38,314.3308
13311.0,4,2,598.57,299.285,597.4917
13313.0,128,3,934.04,311.34666666666664,946.90875
13314.0,121,2,276.32,138.16,276.48923
13316.0,303,1,1514.17,1514.17,1479.3629
13317.0,245,1,959.7,959.7,961.56744
13318.0,120,3,640.76,213.58666666666667,628.9363
13319.0,61,15,6712.74,447.51599999999996,6712.591
13320.0,67,2,508.61,254.305,505.8993
13323.0,153,3,530.25,176.75,528.1495
13324.0,32,5,4649.83,929.966,5196.731
13327.0,158,4,2084.42,521.105,2031.4423
13329.0,122,2,789.0,394.5,786.8897
13330.0,124,2,805.11,402.555,800.9602
13334.0,162,2,2731.84,1365.92,2712.9148
13338.0,218,1,487.02,487.02,486.1337
13340.0,130,1,3678.03,3678.03,3699.4976
13344.0,161,3,2543.72,847.9066666666666,2517.5088
13348.0,183,1,233.76,233.76,235.26912
13351.0,245,1,373.94,373.94,376.3165
13352.0,62,1,397.97999999999996,397.97999999999996,398.6335
13355.0,94,1,674.7,674.7,680.72046
13359.0,154,1,439.56,439.56,436.0334
13362.0,129,1,768.83,768.83,752.54926
13365.0,183,2,2225.37,1112.685,2258.8167
13368.0,193,1,35.400000000000006,35.400000000000006,37.2887
13369.0,455,1,308.28000000000003,308.28000000000003,305.29153
13370.0,639,1,754.87,754.87,753.9592
13372.0,32,1,378.64,378.64,374.21112
13373.0,62,3,3312.25,1104.0833333333333,3271.8677
13375.0,2,1,778.65,778.65,775.74963
13376.0,336,1,249.76,249.76,246.38074
13379.0,304,1,299.53,299.53,297.07306
13381.0,32,2,1177.98,588.99,1172.4305
13382.0,252,1,222.99,222.99,223.76175
13384.0,91,2,1305.44,652.72,1304.97
13394.0,34,4,1218.27,304.5675,1214.3336
13395.0,158,1,307.72,307.72,304.9918
13396.0,61,1,973.72,973.72,993.9614
13397.0,96,2,678.62,339.31,680.3336
13402.0,247,2,621.23,310.615,615.9021
13404.0,36,2,252.49,126.245,253.46312
13408.0,4,22,10221.25,464.60227272727275,10221.221
13410.0,219,1,140.4,140.4,140.5425
13414.0,218,1,467.7,467.7,468.93466
13417.0,213,1,404.83,404.83,405.3624
13418.0,36,11,3642.99,331.1809090909091,3659.5137
13419.0,154,1,221.06,221.06,221.12932
13422.0,184,1,2626.3,2626.3,2207.4016
13426.0,32,5,2017.32,403.464,1999.7911
13427.0,33,2,464.86,232.43,471.80154
13429.0,62,1,165.72,165.72,163.0355
13431.0,2,2,1269.1,634.55,1244.9023
13434.0,246,1,72.84,72.84,74.46261
13435.0,217,3,1137.28,379.0933333333333,1122.0392
13436.0,121,1,196.89,196.89,197.3987
13437.0,122,4,2374.81,593.7025,2347.518
13441.0,93,1,296.64,296.64,296.11847
13447.0,183,2,654.01,327.005,653.36255
13448.0,220,4,1423.26,355.815,1373.9307
13450.0,32,4,1289.34,322.335,1281.7971
13451.0,5,3,1852.51,617.5033333333333,1954.2748
13455.0,486,1,692.94,692.94,694.7139
13456.0,154,2,884.7600000000001,442.38000000000005,893.68604
13458.0,7,8,5803.16,725.395,5818.9263
13460.0,61,1,75.98,75.98,74.017685
13461.0,334,1,560.8,560.8,553.70026
13462.0,341,1,151.5,151.5,153.74834
13464.0,1,1,674.68,674.68,733.64435
13466.0,127,1,307.9,307.9,304.82574
13467.0,275,1,782.46,782.46,771.55634
13468.0,1,21,3397.3,161.7761904761905,6850.07
13470.0,336,1,49.5,49.5,50.447388
13471.0,121,2,985.1800000000001,492.59000000000003,980.07074
13473.0,40,2,422.64,211.32,424.43787
13475.0,189,2,525.26,262.63,528.13617
13476.0,283,1,727.6,727.6,724.914
13477.0,6,2,421.59,210.795,427.3679
13483.0,215,1,140.34,140.34,140.5425
13484.0,7,1,313.8,313.8,312.26825
13486.0,157,2,819.61,409.805,827.08984
13487.0,67,1,215.65,215.65,213.97229
13488.0,10,4,4038.12,1009.53,4032.021
